"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","datetime"
"79",2007-02-01,"01:18:00",0.414,0.254,243.35,2,0,1,0,2007-02-01 01:18:00
"80",2007-02-01,"01:19:00",0.412,0.252,242.71,2,0,1,0,2007-02-01 01:19:00
"81",2007-02-01,"01:20:00",0.41,0.246,241.63,2,0,2,0,2007-02-01 01:20:00
"82",2007-02-01,"01:21:00",0.408,0.246,241.86,2,0,1,0,2007-02-01 01:21:00
"83",2007-02-01,"01:22:00",0.408,0.248,242.17,2,0,2,0,2007-02-01 01:22:00
"84",2007-02-01,"01:23:00",0.404,0.244,241.7,2,0,1,0,2007-02-01 01:23:00
"85",2007-02-01,"01:24:00",0.402,0.242,241.14,1.8,0,1,0,2007-02-01 01:24:00
"86",2007-02-01,"01:25:00",0.402,0.244,241.41,1.8,0,2,0,2007-02-01 01:25:00
"87",2007-02-01,"01:26:00",0.402,0.246,241.95,1.8,0,1,0,2007-02-01 01:26:00
"88",2007-02-01,"01:27:00",0.402,0.248,242.36,1.8,0,2,0,2007-02-01 01:27:00
"89",2007-02-01,"01:28:00",0.402,0.25,242.6,1.8,0,1,0,2007-02-01 01:28:00
"90",2007-02-01,"01:29:00",0.398,0.246,242.11,1.8,0,1,0,2007-02-01 01:29:00
"91",2007-02-01,"01:30:00",0.336,0.156,241.88,1.6,0,2,0,2007-02-01 01:30:00
"92",2007-02-01,"01:31:00",0.3,0.104,240.78,1.2,0,1,0,2007-02-01 01:31:00
"93",2007-02-01,"01:32:00",0.3,0.104,240.68,1.2,0,1,0,2007-02-01 01:32:00
"94",2007-02-01,"01:33:00",0.3,0.106,240.87,1.2,0,2,0,2007-02-01 01:33:00
"95",2007-02-01,"01:34:00",0.298,0.106,241,1.2,0,1,0,2007-02-01 01:34:00
"96",2007-02-01,"01:35:00",0.298,0.106,240.97,1.2,0,1,0,2007-02-01 01:35:00
"97",2007-02-01,"01:36:00",0.298,0.106,241.09,1.2,0,1,0,2007-02-01 01:36:00
"98",2007-02-01,"01:37:00",0.298,0.106,241.1,1.2,0,2,0,2007-02-01 01:37:00
"99",2007-02-01,"01:38:00",0.298,0.106,241.21,1.2,0,1,0,2007-02-01 01:38:00
"100",2007-02-01,"01:39:00",0.296,0.106,241.27,1.2,0,1,0,2007-02-01 01:39:00
"101",2007-02-01,"01:40:00",0.296,0.108,241.4,1.2,0,1,0,2007-02-01 01:40:00
"102",2007-02-01,"01:41:00",0.296,0.108,241.61,1.2,0,1,0,2007-02-01 01:41:00
"103",2007-02-01,"01:42:00",0.296,0.106,241.37,1.2,0,2,0,2007-02-01 01:42:00
"104",2007-02-01,"01:43:00",0.294,0.106,240.99,1.2,0,1,0,2007-02-01 01:43:00
"105",2007-02-01,"01:44:00",0.294,0.106,241.27,1.2,0,1,0,2007-02-01 01:44:00
"106",2007-02-01,"01:45:00",0.242,0,241.26,1,0,0,0,2007-02-01 01:45:00
"107",2007-02-01,"01:46:00",0.224,0,241.76,1,0,0,0,2007-02-01 01:46:00
"108",2007-02-01,"01:47:00",0.224,0,242.38,1,0,0,0,2007-02-01 01:47:00
"109",2007-02-01,"01:48:00",0.224,0,242.15,1,0,0,0,2007-02-01 01:48:00
"110",2007-02-01,"01:49:00",0.288,0.05,241.69,1.4,0,0,0,2007-02-01 01:49:00
"111",2007-02-01,"01:50:00",0.298,0.088,241.02,1.2,0,0,0,2007-02-01 01:50:00
"112",2007-02-01,"01:51:00",0.298,0.088,240.75,1.2,0,0,0,2007-02-01 01:51:00
"113",2007-02-01,"01:52:00",0.298,0.088,241.06,1.2,0,0,0,2007-02-01 01:52:00
"114",2007-02-01,"01:53:00",0.3,0.09,241.57,1.2,0,0,0,2007-02-01 01:53:00
"115",2007-02-01,"01:54:00",0.3,0.094,242.29,1.2,0,0,0,2007-02-01 01:54:00
"116",2007-02-01,"01:55:00",0.3,0.096,242.77,1.2,0,0,0,2007-02-01 01:55:00
"117",2007-02-01,"01:56:00",0.386,0.19,242.48,1.8,0,0,0,2007-02-01 01:56:00
"118",2007-02-01,"01:57:00",0.406,0.228,242.24,1.8,0,0,0,2007-02-01 01:57:00
"119",2007-02-01,"01:58:00",0.398,0.222,242.11,1.8,0,0,0,2007-02-01 01:58:00
"120",2007-02-01,"01:59:00",0.326,0.116,240.55,1.4,0,0,0,2007-02-01 01:59:00
"121",2007-02-01,"02:00:00",0.324,0.116,240.33,1.4,0,0,0,2007-02-01 02:00:00
"122",2007-02-01,"02:01:00",0.328,0.126,242.57,1.4,0,0,0,2007-02-01 02:01:00
"123",2007-02-01,"02:02:00",0.328,0.13,243.12,1.4,0,0,0,2007-02-01 02:02:00
"124",2007-02-01,"02:03:00",0.326,0.128,243.05,1.4,0,0,0,2007-02-01 02:03:00
"125",2007-02-01,"02:04:00",0.324,0.128,243.09,1.4,0,0,0,2007-02-01 02:04:00
"126",2007-02-01,"02:05:00",0.322,0.124,242.07,1.4,0,0,0,2007-02-01 02:05:00
"127",2007-02-01,"02:06:00",0.322,0.124,242.21,1.4,0,0,0,2007-02-01 02:06:00
"128",2007-02-01,"02:07:00",0.322,0.126,242.47,1.4,0,0,0,2007-02-01 02:07:00
"129",2007-02-01,"02:08:00",0.322,0.126,242.57,1.4,0,0,0,2007-02-01 02:08:00
"130",2007-02-01,"02:09:00",0.322,0.128,243.08,1.4,0,0,0,2007-02-01 02:09:00
"131",2007-02-01,"02:10:00",0.322,0.13,243.28,1.4,0,0,0,2007-02-01 02:10:00
"132",2007-02-01,"02:11:00",0.242,0,243.52,1,0,0,0,2007-02-01 02:11:00
"133",2007-02-01,"02:12:00",0.228,0,244.09,1,0,0,0,2007-02-01 02:12:00
"134",2007-02-01,"02:13:00",0.228,0,244.02,1,0,0,0,2007-02-01 02:13:00
"135",2007-02-01,"02:14:00",0.228,0,244.02,1,0,0,0,2007-02-01 02:14:00
"136",2007-02-01,"02:15:00",0.226,0,243.25,1,0,0,0,2007-02-01 02:15:00
"137",2007-02-01,"02:16:00",0.226,0,243.06,1,0,0,0,2007-02-01 02:16:00
"138",2007-02-01,"02:17:00",0.228,0,243.38,1,0,0,0,2007-02-01 02:17:00
"139",2007-02-01,"02:18:00",0.228,0,243.91,1,0,0,0,2007-02-01 02:18:00
"140",2007-02-01,"02:19:00",0.228,0,243.93,1,0,0,0,2007-02-01 02:19:00
"141",2007-02-01,"02:20:00",0.228,0,243.55,1,0,0,0,2007-02-01 02:20:00
"142",2007-02-01,"02:21:00",0.228,0,243.45,1,0,0,0,2007-02-01 02:21:00
"143",2007-02-01,"02:22:00",0.226,0,242.42,1,0,0,0,2007-02-01 02:22:00
"144",2007-02-01,"02:23:00",0.226,0,243.14,1,0,0,0,2007-02-01 02:23:00
"145",2007-02-01,"02:24:00",0.228,0,243.37,1,0,0,0,2007-02-01 02:24:00
"146",2007-02-01,"02:25:00",0.228,0,243.53,1,0,0,0,2007-02-01 02:25:00
"147",2007-02-01,"02:26:00",0.226,0,243.22,1,0,0,0,2007-02-01 02:26:00
"148",2007-02-01,"02:27:00",0.228,0,243.57,1,0,0,0,2007-02-01 02:27:00
"149",2007-02-01,"02:28:00",0.228,0,243.76,1,0,0,0,2007-02-01 02:28:00
"150",2007-02-01,"02:29:00",0.226,0,243.36,1,0,0,0,2007-02-01 02:29:00
"151",2007-02-01,"02:30:00",0.226,0,243.17,1,0,0,0,2007-02-01 02:30:00
"152",2007-02-01,"02:31:00",0.228,0,243.58,1,0,0,0,2007-02-01 02:31:00
"153",2007-02-01,"02:32:00",0.228,0,244.1,1,0,0,0,2007-02-01 02:32:00
"154",2007-02-01,"02:33:00",0.23,0,244.55,1,0,0,0,2007-02-01 02:33:00
"155",2007-02-01,"02:34:00",0.23,0,244.98,1,0,0,0,2007-02-01 02:34:00
"156",2007-02-01,"02:35:00",0.228,0,244.36,1,0,0,0,2007-02-01 02:35:00
"157",2007-02-01,"02:36:00",0.292,0.06,244.42,1.4,0,0,0,2007-02-01 02:36:00
"158",2007-02-01,"02:37:00",0.388,0.19,243.85,1.8,0,0,0,2007-02-01 02:37:00
"159",2007-02-01,"02:38:00",0.416,0.238,243.83,2,0,0,0,2007-02-01 02:38:00
"160",2007-02-01,"02:39:00",0.416,0.244,243.73,2,0,0,0,2007-02-01 02:39:00
"161",2007-02-01,"02:40:00",0.436,0.276,244.66,2,0,0,0,2007-02-01 02:40:00
"162",2007-02-01,"02:41:00",0.436,0.28,245.02,2,0,0,0,2007-02-01 02:41:00
"163",2007-02-01,"02:42:00",0.432,0.28,245.06,2,0,0,0,2007-02-01 02:42:00
"164",2007-02-01,"02:43:00",0.426,0.272,244.04,2,0,0,0,2007-02-01 02:43:00
"165",2007-02-01,"02:44:00",0.424,0.27,243.58,2,0,0,0,2007-02-01 02:44:00
"166",2007-02-01,"02:45:00",0.42,0.268,243.42,2,0,0,0,2007-02-01 02:45:00
"167",2007-02-01,"02:46:00",0.35,0.16,243.19,1.6,0,0,0,2007-02-01 02:46:00
"168",2007-02-01,"02:47:00",0.35,0.164,243.9,1.6,0,0,0,2007-02-01 02:47:00
"169",2007-02-01,"02:48:00",0.348,0.162,243.6,1.6,0,0,0,2007-02-01 02:48:00
"170",2007-02-01,"02:49:00",0.346,0.16,243.04,1.6,0,0,0,2007-02-01 02:49:00
"171",2007-02-01,"02:50:00",0.346,0.162,243.44,1.6,0,0,0,2007-02-01 02:50:00
"172",2007-02-01,"02:51:00",0.346,0.162,243.35,1.6,0,0,0,2007-02-01 02:51:00
"173",2007-02-01,"02:52:00",0.256,0,243.34,1,0,0,0,2007-02-01 02:52:00
"174",2007-02-01,"02:53:00",0.252,0,243.21,1,0,0,0,2007-02-01 02:53:00
"175",2007-02-01,"02:54:00",0.252,0,242.96,1,0,0,0,2007-02-01 02:54:00
"176",2007-02-01,"02:55:00",0.252,0,243.33,1,0,0,0,2007-02-01 02:55:00
"177",2007-02-01,"02:56:00",0.252,0,243.16,1,0,0,0,2007-02-01 02:56:00
"178",2007-02-01,"02:57:00",0.25,0,242.77,1,0,0,0,2007-02-01 02:57:00
"179",2007-02-01,"02:58:00",0.252,0,243.36,1,0,0,0,2007-02-01 02:58:00
"180",2007-02-01,"02:59:00",0.252,0,243.38,1,0,0,0,2007-02-01 02:59:00
"181",2007-02-01,"03:00:00",0.252,0,243.5,1,0,0,0,2007-02-01 03:00:00
"182",2007-02-01,"03:01:00",0.252,0,243.57,1,0,0,0,2007-02-01 03:01:00
"183",2007-02-01,"03:02:00",0.254,0,244.24,1,0,0,0,2007-02-01 03:02:00
"184",2007-02-01,"03:03:00",0.254,0,244.22,1,0,0,0,2007-02-01 03:03:00
"185",2007-02-01,"03:04:00",0.254,0,243.99,1,0,0,0,2007-02-01 03:04:00
"186",2007-02-01,"03:05:00",0.252,0,243.44,1,0,0,0,2007-02-01 03:05:00
"187",2007-02-01,"03:06:00",0.252,0,243.4,1,0,0,0,2007-02-01 03:06:00
"188",2007-02-01,"03:07:00",0.252,0,243.49,1,0,0,0,2007-02-01 03:07:00
"189",2007-02-01,"03:08:00",0.252,0,243.55,1,0,0,0,2007-02-01 03:08:00
"190",2007-02-01,"03:09:00",0.252,0,243.19,1,0,0,0,2007-02-01 03:09:00
"191",2007-02-01,"03:10:00",0.254,0,243.74,1,0,0,0,2007-02-01 03:10:00
"192",2007-02-01,"03:11:00",0.254,0,244.11,1,0,0,0,2007-02-01 03:11:00
"193",2007-02-01,"03:12:00",0.25,0,242.84,1,0,0,0,2007-02-01 03:12:00
"194",2007-02-01,"03:13:00",0.25,0,242.81,1,0,0,0,2007-02-01 03:13:00
"195",2007-02-01,"03:14:00",0.25,0,242.48,1,0,0,0,2007-02-01 03:14:00
"196",2007-02-01,"03:15:00",0.25,0,242.5,1,0,0,0,2007-02-01 03:15:00
"197",2007-02-01,"03:16:00",0.25,0,242.76,1,0,0,0,2007-02-01 03:16:00
"198",2007-02-01,"03:17:00",0.25,0,242.92,1,0,0,0,2007-02-01 03:17:00
"199",2007-02-01,"03:18:00",0.368,0.15,242.49,1.6,0,0,0,2007-02-01 03:18:00
"200",2007-02-01,"03:19:00",0.36,0.158,242.86,1.6,0,0,0,2007-02-01 03:19:00
"201",2007-02-01,"03:20:00",0.358,0.162,243.33,1.6,0,0,0,2007-02-01 03:20:00
"202",2007-02-01,"03:21:00",0.358,0.162,243.53,1.6,0,0,0,2007-02-01 03:21:00
"203",2007-02-01,"03:22:00",0.356,0.162,243.44,1.6,0,0,0,2007-02-01 03:22:00
"204",2007-02-01,"03:23:00",0.386,0.184,243.53,1.8,0,0,0,2007-02-01 03:23:00
"205",2007-02-01,"03:24:00",0.406,0.234,243,1.8,0,0,0,2007-02-01 03:24:00
"206",2007-02-01,"03:25:00",0.404,0.238,243.8,1.8,0,0,0,2007-02-01 03:25:00
"207",2007-02-01,"03:26:00",0.402,0.236,243.5,1.8,0,0,0,2007-02-01 03:26:00
"208",2007-02-01,"03:27:00",0.4,0.234,243.13,1.8,0,0,0,2007-02-01 03:27:00
"209",2007-02-01,"03:28:00",0.4,0.234,243.34,1.8,0,0,0,2007-02-01 03:28:00
"210",2007-02-01,"03:29:00",0.398,0.236,243.51,1.8,0,0,0,2007-02-01 03:29:00
"211",2007-02-01,"03:30:00",0.396,0.238,243.86,1.8,0,0,0,2007-02-01 03:30:00
"212",2007-02-01,"03:31:00",0.392,0.234,243.03,1.8,0,0,0,2007-02-01 03:31:00
"213",2007-02-01,"03:32:00",0.346,0.166,242.99,1.6,0,0,0,2007-02-01 03:32:00
"214",2007-02-01,"03:33:00",0.258,0,243.12,1,0,0,0,2007-02-01 03:33:00
"215",2007-02-01,"03:34:00",0.224,0,242.06,1,0,0,0,2007-02-01 03:34:00
"216",2007-02-01,"03:35:00",0.224,0,241.77,1,0,0,0,2007-02-01 03:35:00
"217",2007-02-01,"03:36:00",0.226,0,242.34,1,0,0,0,2007-02-01 03:36:00
"218",2007-02-01,"03:37:00",0.228,0,243.26,1,0,0,0,2007-02-01 03:37:00
"219",2007-02-01,"03:38:00",0.228,0,243.71,1,0,0,0,2007-02-01 03:38:00
"220",2007-02-01,"03:39:00",0.23,0,244.83,1,0,0,0,2007-02-01 03:39:00
"221",2007-02-01,"03:40:00",0.23,0,244.69,1,0,0,0,2007-02-01 03:40:00
"222",2007-02-01,"03:41:00",0.23,0,244.55,1,0,0,0,2007-02-01 03:41:00
"223",2007-02-01,"03:42:00",0.23,0,244.38,1,0,0,0,2007-02-01 03:42:00
"224",2007-02-01,"03:43:00",0.23,0,244.4,1,0,0,0,2007-02-01 03:43:00
"225",2007-02-01,"03:44:00",0.228,0,244.16,1,0,0,0,2007-02-01 03:44:00
"226",2007-02-01,"03:45:00",0.268,0,244.21,1.4,0,0,0,2007-02-01 03:45:00
"227",2007-02-01,"03:46:00",0.312,0.12,244.13,1.4,0,1,0,2007-02-01 03:46:00
"228",2007-02-01,"03:47:00",0.312,0.12,244.22,1.4,0,1,0,2007-02-01 03:47:00
"229",2007-02-01,"03:48:00",0.312,0.118,243.96,1.4,0,2,0,2007-02-01 03:48:00
"230",2007-02-01,"03:49:00",0.312,0.116,243.48,1.4,0,1,0,2007-02-01 03:49:00
"231",2007-02-01,"03:50:00",0.312,0.118,243.84,1.4,0,2,0,2007-02-01 03:50:00
"232",2007-02-01,"03:51:00",0.314,0.12,243.92,1.4,0,1,0,2007-02-01 03:51:00
"233",2007-02-01,"03:52:00",0.314,0.122,244.5,1.4,0,1,0,2007-02-01 03:52:00
"234",2007-02-01,"03:53:00",0.314,0.122,244.6,1.4,0,2,0,2007-02-01 03:53:00
"235",2007-02-01,"03:54:00",0.314,0.122,244.56,1.4,0,1,0,2007-02-01 03:54:00
"236",2007-02-01,"03:55:00",0.312,0.12,243.91,1.4,0,2,0,2007-02-01 03:55:00
"237",2007-02-01,"03:56:00",0.31,0.116,243.55,1.4,0,1,0,2007-02-01 03:56:00
"238",2007-02-01,"03:57:00",0.31,0.116,243.58,1.4,0,1,0,2007-02-01 03:57:00
"239",2007-02-01,"03:58:00",0.308,0.112,242.74,1.4,0,2,0,2007-02-01 03:58:00
"240",2007-02-01,"03:59:00",0.412,0.228,242.72,2,0,1,0,2007-02-01 03:59:00
"241",2007-02-01,"04:00:00",0.416,0.25,242.71,2,0,1,0,2007-02-01 04:00:00
"242",2007-02-01,"04:01:00",0.41,0.248,242.32,2,0,2,0,2007-02-01 04:01:00
"243",2007-02-01,"04:02:00",0.408,0.248,242.36,2,0,1,0,2007-02-01 04:02:00
"244",2007-02-01,"04:03:00",0.406,0.246,242.12,2,0,1,0,2007-02-01 04:03:00
"245",2007-02-01,"04:04:00",0.404,0.248,242.18,2,0,2,0,2007-02-01 04:04:00
"246",2007-02-01,"04:05:00",0.402,0.248,242.22,1.8,0,1,0,2007-02-01 04:05:00
"247",2007-02-01,"04:06:00",0.4,0.246,241.98,1.8,0,1,0,2007-02-01 04:06:00
"248",2007-02-01,"04:07:00",0.398,0.246,242.09,1.8,0,1,0,2007-02-01 04:07:00
"249",2007-02-01,"04:08:00",0.396,0.246,241.92,1.8,0,1,0,2007-02-01 04:08:00
"250",2007-02-01,"04:09:00",0.396,0.25,242.61,1.8,0,2,0,2007-02-01 04:09:00
"251",2007-02-01,"04:10:00",0.396,0.252,242.99,1.8,0,1,0,2007-02-01 04:10:00
"252",2007-02-01,"04:11:00",0.432,0.28,243.06,2.2,0,1,0,2007-02-01 04:11:00
"253",2007-02-01,"04:12:00",0.47,0.358,242.94,2.4,0,1,0,2007-02-01 04:12:00
"254",2007-02-01,"04:13:00",0.428,0.296,243.07,2.2,0,2,0,2007-02-01 04:13:00
"255",2007-02-01,"04:14:00",0.348,0.17,242.85,1.6,0,0,0,2007-02-01 04:14:00
"256",2007-02-01,"04:15:00",0.304,0.094,242.73,1.2,0,0,0,2007-02-01 04:15:00
"257",2007-02-01,"04:16:00",0.302,0.094,242.65,1.2,0,0,0,2007-02-01 04:16:00
"258",2007-02-01,"04:17:00",0.302,0.096,243.08,1.2,0,0,0,2007-02-01 04:17:00
"259",2007-02-01,"04:18:00",0.3,0.1,243.6,1.2,0,0,0,2007-02-01 04:18:00
"260",2007-02-01,"04:19:00",0.298,0.096,243.05,1.2,0,0,0,2007-02-01 04:19:00
"261",2007-02-01,"04:20:00",0.292,0.086,243.38,1.2,0,0,0,2007-02-01 04:20:00
"262",2007-02-01,"04:21:00",0.228,0,243.82,1,0,0,0,2007-02-01 04:21:00
"263",2007-02-01,"04:22:00",0.228,0,243.73,1,0,0,0,2007-02-01 04:22:00
"264",2007-02-01,"04:23:00",0.23,0,244.26,1,0,0,0,2007-02-01 04:23:00
"265",2007-02-01,"04:24:00",0.23,0,244.98,1,0,0,0,2007-02-01 04:24:00
"266",2007-02-01,"04:25:00",0.23,0,244.95,1,0,0,0,2007-02-01 04:25:00
"267",2007-02-01,"04:26:00",0.234,0,244.3,1,0,0,0,2007-02-01 04:26:00
"268",2007-02-01,"04:27:00",0.25,0,243.73,1,0,0,0,2007-02-01 04:27:00
"269",2007-02-01,"04:28:00",0.25,0,243.23,1,0,0,0,2007-02-01 04:28:00
"270",2007-02-01,"04:29:00",0.226,0,242.83,1,0,0,0,2007-02-01 04:29:00
"271",2007-02-01,"04:30:00",0.226,0,242.75,1,0,0,0,2007-02-01 04:30:00
"272",2007-02-01,"04:31:00",0.226,0,243,1,0,0,0,2007-02-01 04:31:00
"273",2007-02-01,"04:32:00",0.228,0,243.3,1,0,0,0,2007-02-01 04:32:00
"274",2007-02-01,"04:33:00",0.228,0,243.4,1,0,0,0,2007-02-01 04:33:00
"275",2007-02-01,"04:34:00",0.226,0,242.69,1,0,0,0,2007-02-01 04:34:00
"276",2007-02-01,"04:35:00",0.226,0,242.31,1,0,0,0,2007-02-01 04:35:00
